Country,Year,Inflation
Kenya,2020,5.404814672
Kyrgyz Republic,2020,6.325422963
Cambodia,2020,2.940295143
Kiribati,2020,2.553245544
St. Kitts and Nevis,2020,-1.167245018
"Korea, Rep.",2020,0.537288023
Kuwait,2020,2.101729548
Latin America & Caribbean (excluding high income),2020,2.002412058
Lao PDR,2020,5.10407263
Lebanon,2020,84.86433305
Liberia,2020,
Libya,2020,1.44703657
St. Lucia,2020,-1.755808335
Latin America & Caribbean,2020,0.993337023
Least developed countries: UN classification,2020,4.721120567
Low income,2020,4.332968747
Liechtenstein,2020,
Sri Lanka,2020,6.153945084
Lower middle income,2020,4.871673986
Low & middle income,2020,2.963549921
Lesotho,2020,4.978096763
Late-demographic dividend,2020,1.940319966
Lithuania,2020,1.19989445
Luxembourg,2020,0.819957302
Latvia,2020,0.219064905
"Macao SAR, China",2020,0.811410511
St. Martin (French part),2020,
Morocco,2020,0.705968661
Monaco,2020,
Moldova,2020,3.765971222
Madagascar,2020,4.201793122
Maldives,2020,-1.369774256
Middle East & North Africa,2020,0.705968661
Mexico,2020,3.396834156
Marshall Islands,2020,
Middle income,2020,2.732492094
North Macedonia,2020,1.200073489
Mali,2020,0.43808894
Malta,2020,0.638544957
Myanmar,2020,
Middle East & North Africa (excluding high income),2020,1.777407838
Montenegro,2020,-0.2556557
Mongolia,2020,3.796040261
Northern Mariana Islands,2020,
Mozambique,2020,3.483935675
Mauritania,2020,2.385694885
Mauritius,2020,2.580800772
Malawi,2020,8.625514697
Malaysia,2020,-1.138702154
North America,2020,0.975292014
Namibia,2020,2.209382369
New Caledonia,2020,
Niger,2020,2.89819376
Nigeria,2020,13.24602343
Nicaragua,2020,3.681813416
Netherlands,2020,1.272460378
Norway,2020,1.286584907
Nepal,2020,5.052366553
Nauru,2020,
New Zealand,2020,1.7145617
OECD members,2020,0.732851645
Oman,2020,-0.903874872
Other small states,2020,1.833883503
Pakistan,2020,9.739993139
Panama,2020,-1.550275408
Peru,2020,2.002412058
Philippines,2020,2.393162393
Palau,2020,0.218181818
Papua New Guinea,2020,4.871673986
Poland,2020,3.374469726
Pre-demographic dividend,2020,3.398629285
Puerto Rico,2020,
"Korea, Dem. People's Rep.",2020,
Portugal,2020,-0.01243833
Paraguay,2020,1.767515924
West Bank and Gaza,2020,-0.735332001
Pacific island small states,2020,0.386388225
Post-demographic dividend,2020,0.638544957
French Polynesia,2020,
Qatar,2020,-2.54031503
Romania,2020,2.631073112
Russian Federation,2020,3.381659372
Rwanda,2020,9.850399023
South Asia,2020,5.691074747
Saudi Arabia,2020,3.44545826
Sudan,2020,163.2577824
Senegal,2020,2.543146857
Singapore,2020,-0.181916667
Solomon Islands,2020,2.963549921
Sierra Leone,2020,13.44687111
El Salvador,2020,-0.371590212
San Marino,2020,
Somalia,2020,
Serbia,2020,1.575532901
Sub-Saharan Africa (excluding high income),2020,3.483935675
South Sudan,2020,29.67584355
Sub-Saharan Africa,2020,3.842864398
Small states,2020,0.632267332
Sao Tome and Principe,2020,9.819327915
Suriname,2020,34.88978431
Slovak Republic,2020,1.936941267
Slovenia,2020,-0.054856816
Sweden,2020,0.497367319
Eswatini,2020,
Sint Maarten (Dutch part),2020,
Seychelles,2020,8.276858114
Syrian Arab Republic,2020,
Turks and Caicos Islands,2020,
Chad,2020,4.464144372
East Asia & Pacific (IDA & IBRD countries),2020,2.406292144
Europe & Central Asia (IDA & IBRD countries),2020,2.746150782
Togo,2020,1.699284633
Thailand,2020,-0.845937147
Tajikistan,2020,
Turkmenistan,2020,
Latin America & the Caribbean (IDA & IBRD countries),2020,1.380426473
Timor-Leste,2020,
Middle East & North Africa (IDA & IBRD countries),2020,2.096269389
Tonga,2020,-0.349737697
South Asia (IDA & IBRD),2020,5.691074747
Sub-Saharan Africa (IDA & IBRD countries),2020,3.842864398
Trinidad and Tobago,2020,0.598986331
Tunisia,2020,5.634151159
Turkiye,2020,12.27895745
Tuvalu,2020,
Tanzania,2020,3.290290628
Uganda,2020,3.313322895
Ukraine,2020,2.732492094
Upper middle income,2020,1.646663793
Uruguay,2020,9.756406361
United States,2020,1.233584396
Uzbekistan,2020,12.86772974
St. Vincent and the Grenadines,2020,-0.628131309
"Venezuela, RB",2020,
British Virgin Islands,2020,
Virgin Islands (U.S.),2020,
Viet Nam,2020,3.220934367
Vanuatu,2020,5.329350731
World,2020,1.936941267
Samoa,2020,-1.568912477
Kosovo,2020,0.198227923
"Yemen, Rep.",2020,
South Africa,2020,3.210035975
Zambia,2020,15.73306047
Zimbabwe,2020,557.2018174
Aruba,2021,
Africa Eastern and Southern,2021,6.824727093
Afghanistan,2021,
Africa Western and Central,2021,3.653532872
Angola,2021,25.75426565
Albania,2021,2.041471631
Andorra,2021,
Arab World,2021,2.965810083
United Arab Emirates,2021,-0.013859944
Argentina,2021,
Armenia,2021,7.184836294
American Samoa,2021,
Antigua and Barbuda,2021,2.062996385
Australia,2021,2.863910422
Austria,2021,2.766666667
Azerbaijan,2021,6.650299127
Burundi,2021,8.404538451
Belgium,2021,2.440248511
Benin,2021,1.733539627
Burkina Faso,2021,3.653532872
Bangladesh,2021,5.545654308
Bulgaria,2021,3.297744353
Bahrain,2021,-0.606319385
"Bahamas, The",2021,2.904912629
Bosnia and Herzegovina,2021,
Belarus,2021,9.460283896
Belize,2021,3.235636592
Bermuda,2021,
Bolivia,2021,0.737383721
Brazil,2021,8.301659756
Barbados,2021,
Brunei Darussalam,2021,1.733413885
Bhutan,2021,7.346814405
Botswana,2021,7.240977656
Central African Republic,2021,4.259364175
Canada,2021,3.395193185
Central Europe and the Baltics,2021,3.839844915
Switzerland,2021,0.581814168
Channel Islands,2021,
Chile,2021,4.524568383
China,2021,0.981015136
Cote d'Ivoire,2021,4.091951897
Cameroon,2021,2.271857625
"Congo, Dem. Rep.",2021,
"Congo, Rep.",2021,1.715642755
Colombia,2021,3.495057574
Comoros,2021,
Cabo Verde,2021,1.862152975
Costa Rica,2021,1.726477551
Caribbean small states,2021,2.410703122
Cuba,2021,
Curacao,2021,
Cayman Islands,2021,
Cyprus,2021,2.446088672
Czechia,2021,3.839844915
Germany,2021,3.066666667
Djibouti,2021,1.181917753
Dominica,2021,
Denmark,2021,1.85304544
Dominican Republic,2021,8.24300348
Algeria,2021,7.226063074
East Asia & Pacific (excluding high income),2021,2.544792136
Early-demographic dividend,2021,4.038430127
East Asia & Pacific,2021,2.410192998
Europe & Central Asia (excluding high income),2021,6.69445892
Europe & Central Asia,2021,3.253289248
Ecuador,2021,0.133251386
"Egypt, Arab Rep.",2021,5.214049405
Euro area,2021,2.446088672
Eritrea,2021,
Spain,2021,3.09313512
Estonia,2021,4.653166738
Ethiopia,2021,26.83952216
European Union,2021,2.554506996
Fragile and conflict affected situations,2021,4.259364175
Finland,2021,2.194574323
Fiji,2021,0.155855722
France,2021,1.64233141
Faroe Islands,2021,
"Micronesia, Fed. Sts.",2021,3.191284066
Gabon,2021,1.086907465
United Kingdom,2021,2.518371096
Georgia,2021,9.566914338
Ghana,2021,9.971088675
Gibraltar,2021,
Guinea,2021,12.59728826
"Gambia, The",2021,7.370347589
Guinea-Bissau,2021,2.242488796
Equatorial Guinea,2021,-0.097100766
Greece,2021,1.22382501
Grenada,2021,1.219511939
Greenland,2021,
Guatemala,2021,4.261051274
Guam,2021,
Guyana,2021,5.032855746
High income,2021,2.498333333
"Hong Kong SAR, China",2021,1.568758344
Honduras,2021,4.480879634
Heavily indebted poor countries (HIPC),2021,4.259364175
Croatia,2021,2.554506996
Haiti,2021,16.84152402
Hungary,2021,5.110965344
IBRD only,2021,4.266357545
IDA & IBRD total,2021,4.259364175
IDA total,2021,4.186215065
IDA blend,2021,2.410703122
Indonesia,2021,1.560129905
IDA only,2021,4.22278962
Isle of Man,2021,
India,2021,5.131407472
Not classified,2021,
Ireland,2021,2.358142962
"Iran, Islamic Rep.",2021,43.38901627
Iraq,2021,6.041864891
Iceland,2021,4.444239702
Israel,2021,1.510200477
Italy,2021,1.873783258
Jamaica,2021,5.862782428
Jordan,2021,1.346093772
Japan,2021,-0.233352779
Kazakhstan,2021,8.042320628
Kenya,2021,6.110909164
Kyrgyz Republic,2021,11.90503982
Cambodia,2021,2.920734776
Kiribati,2021,2.053616768
St. Kitts and Nevis,2021,1.19568887
"Korea, Rep.",2021,2.498333333
Kuwait,2021,3.423629476
Latin America & Caribbean (excluding high income),2021,4.266357545
Lao PDR,2021,3.755620367
Lebanon,2021,154.756096
Liberia,2021,
Libya,2021,2.868330278
St. Lucia,2021,2.410703122
Latin America & Caribbean,2021,3.878054424
Least developed countries: UN classification,2021,4.22278962
Low income,2021,5.035807682
Liechtenstein,2021,
Sri Lanka,2021,7.014780712
Lower middle income,2021,4.928413969
Low & middle income,2021,4.22278962
Lesotho,2021,6.04774592
Late-demographic dividend,2021,3.459343525
Lithuania,2021,4.683544209
Luxembourg,2021,2.526920091
Latvia,2021,3.275829374
"Macao SAR, China",2021,0.026454365
St. Martin (French part),2021,
Morocco,2021,1.40195884
Monaco,2021,
Moldova,2021,5.10641129
Madagascar,2021,5.812251188
Maldives,2021,0.543149689
Middle East & North Africa,2021,2.304465657
Mexico,2021,5.689208477
Marshall Islands,2021,
Middle income,2021,4.120815965
North Macedonia,2021,3.230749121
Mali,2021,3.925602831
Malta,2021,1.497892179
Myanmar,2021,
Middle East & North Africa (excluding high income),2021,5.214049405
Montenegro,2021,2.410801984
Mongolia,2021,7.352812434
Northern Mariana Islands,2021,
Mozambique,2021,6.40847653
Mauritania,2021,3.565164847
Mauritius,2021,4.028528882
Malawi,2021,9.330144108
Malaysia,2021,2.477102415
North America,2021,4.046526024
Namibia,2021,3.616905301
New Caledonia,2021,
Niger,2021,3.837868028
Nigeria,2021,16.95284572
Nicaragua,2021,4.928413969
Netherlands,2021,2.675720088
Norway,2021,3.483880553
Nepal,2021,4.149680034
Nauru,2021,
New Zealand,2021,3.941120608
OECD members,2021,2.815288544
Oman,2021,1.546637056
Other small states,2021,2.410801984
Pakistan,2021,9.496210561
Panama,2021,1.630703373
Peru,2021,4.271663815
Philippines,2021,3.927180221
Palau,2021,2.612481858
Papua New Guinea,2021,4.48359014
Poland,2021,5.055027047
Pre-demographic dividend,2021,4.22278962
Puerto Rico,2021,
"Korea, Dem. People's Rep.",2021,
Portugal,2021,1.265657191
Paraguay,2021,4.787983101
West Bank and Gaza,2021,1.237481028
Pacific island small states,2021,2.47788272
Post-demographic dividend,2021,2.518371096
French Polynesia,2021,
Qatar,2021,2.304465657
Romania,2021,5.052328761
Russian Federation,2021,6.69445892
Rwanda,2021,-0.391346748
South Asia,2021,5.545654308
Saudi Arabia,2021,3.063289889
Sudan,2021,359.0930408
Senegal,2021,2.180322781
Singapore,2021,2.30485959
Solomon Islands,2021,-0.115437894
Sierra Leone,2021,11.87395888
El Salvador,2021,3.466925853
San Marino,2021,
Somalia,2021,
Serbia,2021,4.085102853
Sub-Saharan Africa (excluding high income),2021,4.259364175
South Sudan,2021,10.51671583
Sub-Saharan Africa,2021,4.259364175
Small states,2021,2.410752553
Sao Tome and Principe,2021,8.137770384
Suriname,2021,59.11966263
Slovak Republic,2021,3.149606299
Slovenia,2021,1.917065061
Sweden,2021,2.163197364
Eswatini,2021,
Sint Maarten (Dutch part),2021,
Seychelles,2021,
Syrian Arab Republic,2021,
Turks and Caicos Islands,2021,
Chad,2021,-0.77284437
East Asia & Pacific (IDA & IBRD countries),2021,2.544792136
Europe & Central Asia (IDA & IBRD countries),2021,5.878355209
Togo,2021,4.186215065
Thailand,2021,1.230395413
Tajikistan,2021,
Turkmenistan,2021,
Latin America & the Caribbean (IDA & IBRD countries),2021,4.261051274
Timor-Leste,2021,
Middle East & North Africa (IDA & IBRD countries),2021,5.460199807
Tonga,2021,5.640511406
South Asia (IDA & IBRD),2021,5.545654308
Sub-Saharan Africa (IDA & IBRD countries),2021,4.259364175
Trinidad and Tobago,2021,2.059227469
Tunisia,2021,5.706350208
Turkiye,2021,19.59649269
Tuvalu,2021,
Tanzania,2021,3.690919588
Uganda,2021,2.204572048
Ukraine,2021,9.363139177
Upper middle income,2021,3.495057574
Uruguay,2021,7.747914023
United States,2021,4.697858864
Uzbekistan,2021,10.84923975
St. Vincent and the Grenadines,2021,1.572729325
"Venezuela, RB",2021,
British Virgin Islands,2021,
Virgin Islands (U.S.),2021,
Viet Nam,2021,1.834715548
Vanuatu,2021,2.343283582
World,2021,3.466925853
Samoa,2021,3.133204732
Kosovo,2021,3.353691392
"Yemen, Rep.",2021,
South Africa,2021,4.611672178
Zambia,2021,22.02076762
Zimbabwe,2021,98.54610509
Aruba,2022,
Africa Eastern and Southern,2022,10.77375122
Afghanistan,2022,
Africa Western and Central,2022,7.967573616
Angola,2022,
Albania,2022,6.725202715
Andorra,2022,
Arab World,2022,4.995020751
United Arab Emirates,2022,4.827888596
Argentina,2022,
Armenia,2022,8.64091109
American Samoa,2022,
Antigua and Barbuda,2022,7.531078346
Australia,2022,6.594096713
Austria,2022,8.546869932
Azerbaijan,2022,13.85225901
Burundi,2022,18.80087867
Belgium,2022,9.597511729
Benin,2022,1.350778636
Burkina Faso,2022,14.29023543
Bangladesh,2022,7.696954372
Bulgaria,2022,15.32525893
Bahrain,2022,3.625741043
"Bahamas, The",2022,5.605406336
Bosnia and Herzegovina,2022,
Belarus,2022,15.20967527
Belize,2022,6.276893194
Bermuda,2022,
Bolivia,2022,1.746328729
Brazil,2022,9.28010609
Barbados,2022,
Brunei Darussalam,2022,3.682250306
Bhutan,2022,5.639166714
Botswana,2022,11.66556748
Central African Republic,2022,5.583167352
Canada,2022,6.802801153
Central Europe and the Baltics,2022,14.60814395
Switzerland,2022,2.835027986
Channel Islands,2022,
Chile,2022,11.64386671
China,2022,1.973575557
Cote d'Ivoire,2022,5.276167243
Cameroon,2022,6.247677133
"Congo, Dem. Rep.",2022,
"Congo, Rep.",2022,3.043443347
Colombia,2022,10.17723135
Comoros,2022,
Cabo Verde,2022,7.930929254
Costa Rica,2022,8.274774902
Caribbean small states,2022,6.115055501
Cuba,2022,
Curacao,2022,
Cayman Islands,2022,
Cyprus,2022,8.39548298
Czechia,2022,15.10016515
Germany,2022,6.872574386
Djibouti,2022,5.17980848
Dominica,2022,
Denmark,2022,7.696566999
Dominican Republic,2022,8.811092093
Algeria,2022,9.265515516
East Asia & Pacific (excluding high income),2022,5.518129286
Early-demographic dividend,2022,7.198616156
East Asia & Pacific,2022,5.408743755
Europe & Central Asia (excluding high income),2022,13.85225901
Europe & Central Asia,2022,10.39089428
Ecuador,2022,3.466169722
"Egypt, Arab Rep.",2022,13.89566098
Euro area,2022,8.39548298
Eritrea,2022,
Spain,2022,8.390576341
Estonia,2022,19.39826341
Ethiopia,2022,33.88987971
European Union,2022,8.833698867
Fragile and conflict affected situations,2022,9.50765743
Finland,2022,7.123507733
Fiji,2022,4.520192664
France,2022,5.222367484
Faroe Islands,2022,
"Micronesia, Fed. Sts.",2022,5.408743755
Gabon,2022,4.231247983
United Kingdom,2022,7.922048831
Georgia,2022,11.89816542
Ghana,2022,31.2558951
Gibraltar,2022,
Guinea,2022,10.493041
"Gambia, The",2022,11.51311984
Guinea-Bissau,2022,9.393838775
Equatorial Guinea,2022,4.786717047
Greece,2022,9.645259813
Grenada,2022,2.559789119
Greenland,2022,
Guatemala,2022,6.885128233
Guam,2022,
Guyana,2022,6.115055501
High income,2022,7.17222476
"Hong Kong SAR, China",2022,1.881367072
Honduras,2022,9.089639115
Heavily indebted poor countries (HIPC),2022,9.621476085
Croatia,2022,10.78058068
Haiti,2022,33.98393195
Hungary,2022,14.60814395
IBRD only,2022,8.64091109
IDA & IBRD total,2022,8.64091109
IDA total,2022,8.680721507
IDA blend,2022,6.378146951
Indonesia,2022,4.209463834
IDA only,2022,9.525266286
Isle of Man,2022,
India,2022,6.699034141
Not classified,2022,
Ireland,2022,7.80737541
"Iran, Islamic Rep.",2022,43.48846417
Iraq,2022,4.994765964
Iceland,2022,8.308755116
Israel,2022,4.393596659
Italy,2022,8.201289912
Jamaica,2022,10.34956884
Jordan,2022,4.229155689
Japan,2022,2.497702782
Kazakhstan,2022,
Kenya,2022,7.656874561
Kyrgyz Republic,2022,13.92290932
Cambodia,2022,5.343702649
Kiribati,2022,
St. Kitts and Nevis,2022,2.667388427
"Korea, Rep.",2022,5.087887608
Kuwait,2022,3.98064962
Latin America & Caribbean (excluding high income),2022,8.304240602
Lao PDR,2022,22.95622251
Lebanon,2022,171.2054913
Liberia,2022,
Libya,2022,4.510301492
St. Lucia,2022,6.378146951
Latin America & Caribbean,2022,7.713677269
Least developed countries: UN classification,2022,9.45955253
Low income,2022,9.950438947
Liechtenstein,2022,
Sri Lanka,2022,49.72110211
Lower middle income,2022,8.306461244
Low & middle income,2022,8.487308695
Lesotho,2022,8.271803899
Late-demographic dividend,2022,8.518197035
Lithuania,2022,19.70504615
Luxembourg,2022,6.336008078
Latvia,2022,17.31028302
"Macao SAR, China",2022,1.045028024
St. Martin (French part),2022,
Morocco,2022,6.657042028
Monaco,2022,
Moldova,2022,28.73729768
Madagascar,2022,8.16059032
Maldives,2022,2.333143376
Middle East & North Africa,2022,4.994765964
Mexico,2022,7.896276192
Marshall Islands,2022,
Middle income,2022,8.290618073
North Macedonia,2022,14.20471732
Mali,2022,9.621476085
Malta,2022,6.153756219
Myanmar,2022,
Middle East & North Africa (excluding high income),2022,6.657042028
Montenegro,2022,13.04030363
Mongolia,2022,15.14795609
Northern Mariana Islands,2022,
Mozambique,2022,10.27940181
Mauritania,2022,9.525266286
Mauritius,2022,10.77375122
Malawi,2022,20.95396973
Malaysia,2022,3.378698625
North America,2022,7.402800487
Namibia,2022,6.081281141
New Caledonia,2022,
Niger,2022,4.226217919
Nigeria,2022,18.84718778
Nicaragua,2022,10.46742445
Netherlands,2022,10.00120788
Norway,2022,5.764123179
Nepal,2022,7.650791768
Nauru,2022,
New Zealand,2022,7.17222476
OECD members,2022,8.238032407
Oman,2022,2.811840975
Other small states,2022,7.930929254
Pakistan,2022,19.87385996
Panama,2022,2.857482822
Peru,2022,8.333706301
Philippines,2022,5.821158112
Palau,2022,12.35266384
Papua New Guinea,2022,5.253239222
Poland,2022,14.42945076
Pre-demographic dividend,2022,8.16059032
Puerto Rico,2022,
"Korea, Dem. People's Rep.",2022,
Portugal,2022,7.832691242
Paraguay,2022,9.765566672
West Bank and Gaza,2022,3.741223919
Pacific island small states,2022,7.102231296
Post-demographic dividend,2022,7.832691242
French Polynesia,2022,
Qatar,2022,4.995275537
Romania,2022,13.79548874
Russian Federation,2022,
Rwanda,2022,17.68920956
South Asia,2022,7.650791768
Saudi Arabia,2022,2.474073719
